Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID,year,player_id,pa,k_percent,bb_percent,woba,xwoba,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
clarke schmidt,29,6,Maj-AL,New York,14,14,4.0,4.0,,78.2,56,29,29,30,73,9,1,3.32,282,12,2,0,4,2,6,1,2,316,1226,0.64,0.17,0.12,0.33,0.25,0.11,1.093,0.233,8.4,2.43,657376,2025,657376,316,23.1,9.5,0.278,0.279,32.5,6.6,35.4,77.140581038,93.721791185,26.6,47.6
spencer schwellenbach,25,11,Maj-NL,Atlanta,16,16,7.0,4.0,,104.2,88,44,38,17,104,13,1,3.27,392,18,2,1,5,3,3,1,1,414,1483,0.69,0.17,0.14,0.47,0.27,0.07,1.003,0.27,8.9,6.12,680885,2025,680885,434,24.9,4.1,0.268,0.301,34.3,7.5,41.5,76.928233856,94.493622852,28.3,51.8
jp sears,29,5,Maj-AL,Athletics,17,17,7.0,6.0,,86.0,89,47,47,24,66,17,5,4.92,339,24,0,0,5,1,3,2,0,370,1507,0.63,0.17,0.08,0.28,0.25,0.09,1.314,0.28,6.9,2.75,676664,2025,676664,395,18.5,6.1,0.339,0.331,33.8,8.9,40.3,79.734745548,94.322907877,21.0,46.6
kodai senga,32,27,Maj-NL,New York,13,13,7.0,3.0,,73.2,51,15,12,31,70,4,1,1.47,261,12,4,0,9,0,4,6,0,293,1176,0.61,0.14,0.12,0.47,0.18,0.07,1.113,0.251,8.6,2.26,673540,2025,673540,293,23.9,10.6,0.271,0.289,26.7,6.3,39.8,77.544048632,94.018922328,28.3,46.3
antonio senzatela,30,0,Maj-NL,Colorado,18,17,3.0,13.0,,87.0,131,74,67,31,49,16,4,6.93,376,23,2,0,11,5,3,0,0,419,1562,0.61,0.16,0.07,0.46,0.27,0.03,1.862,0.364,5.1,1.58,622608,2025,622608,440,11.1,7.5,0.411,0.409,36.3,9.1,46.5,79.196607168,95.568491908,17.2,45.1
luis severino,31,4,Maj-AL,Athletics,18,18,2.0,10.0,,102.2,112,69,64,32,67,12,9,5.61,414,27,0,1,3,3,2,1,2,459,1753,0.64,0.16,0.07,0.4,0.29,0.07,1.403,0.296,5.9,2.09,622663,2025,622663,484,15.1,7.4,0.328,0.348,34.5,6.0,43.0,76.557204807,94.619266316,16.9,47.6
brady singer,28,2,Maj-NL,Cincinnati,17,17,6.0,7.0,,86.2,87,48,45,37,75,10,5,4.67,332,21,2,0,7,5,9,0,0,380,1525,0.62,0.18,0.08,0.35,0.29,0.06,1.431,0.306,7.8,2.03,663903,2025,663903,404,20.5,9.7,0.323,0.345,38.6,10.5,44.0,80.806127029,94.977144945,22.2,43.5
paul skenes,23,3,Maj-NL,Pittsburgh,18,18,4.0,7.0,,110.2,74,26,23,28,118,5,4,1.87,397,21,1,0,8,0,1,1,2,429,1729,0.64,0.15,0.14,0.46,0.24,0.05,0.922,0.252,9.6,4.21,694973,2025,694973,449,27.8,6.7,0.238,0.26,29.7,4.8,40.3,76.343369028,93.876241916,29.8,49.5
tarik skubal,28,3,Maj-AL,Detroit,17,17,10.0,1.0,,111.0,74,22,22,13,146,6,3,1.78,396,10,0,0,3,2,2,4,1,415,1573,0.71,0.16,0.18,0.42,0.23,0.08,0.784,0.276,11.8,11.23,669373,2025,669373,437,33.9,3.2,0.22,0.248,35.7,6.6,32.4,73.315976296,93.064444333,33.6,55.1
shane smith,25,3,Maj-AL,Chicago,17,17,3.0,7.0,,83.2,74,47,39,37,76,7,10,4.2,316,14,2,0,8,2,6,1,2,366,1403,0.63,0.14,0.11,0.42,0.27,0.04,1.327,0.285,8.2,2.05,681343,2025,681343,366,20.8,10.1,0.311,0.332,35.4,6.6,46.1,78.667913,95.354288912,26.4,48.9
jose soriano,26,1,Maj-AL,Los Angeles,18,18,5.0,6.0,,101.0,102,51,48,50,90,4,2,4.28,382,16,0,0,19,2,5,1,0,439,1701,0.62,0.16,0.12,0.66,0.21,0.01,1.505,0.338,8.0,1.8,667755,2025,667755,462,20.6,11.3,0.306,0.325,25.6,7.1,47.8,80.184183725,95.90531281,27.9,45.1
mitch spence,27,0,Maj-AL,Athletics,27,7,2.0,5.0,1.0,72.0,73,43,37,21,59,15,4,4.63,280,16,0,2,6,2,4,2,0,308,1126,0.66,0.15,0.13,0.41,0.26,0.06,1.306,0.279,7.4,2.81,687765,2025,687765,323,19.5,6.8,0.343,0.366,37.8,13.7,42.1,79.861877826,94.746589348,26.7,51.0
jeffrey springs,32,1,Maj-AL,Athletics,18,16,6.0,6.0,,97.1,86,56,45,37,72,17,1,4.16,371,22,0,0,3,5,18,2,3,415,1637,0.63,0.17,0.1,0.3,0.29,0.1,1.264,0.24,6.7,1.95,605488,2025,605488,436,18.6,8.7,0.308,0.328,37.3,8.2,36.4,77.401776752,93.72980414,25.1,46.3
ranger suarez,29,4,Maj-NL,Philadelphia,12,12,7.0,2.0,,77.0,60,18,17,19,73,6,1,1.99,283,6,2,0,4,0,5,3,1,304,1124,0.66,0.17,0.1,0.52,0.17,0.07,1.026,0.265,8.5,3.84,624133,2025,624133,304,24.0,6.3,0.257,0.262,27.0,4.3,27.5,71.99064581,92.357828048,22.9,49.0
tomoyuki sugano,35,7,Maj-AL,Baltimore,16,16,6.0,4.0,,89.1,99,45,44,17,56,19,4,4.43,357,12,1,1,8,1,4,1,0,379,1403,0.64,0.16,0.08,0.42,0.22,0.07,1.299,0.283,5.6,3.29,608372,2025,608372,397,14.4,4.8,0.34,0.379,38.5,12.0,38.8,78.862762025,94.237258317,17.7,47.6
jameson taillon,33,10,Maj-NL,Chicago,16,16,7.0,5.0,,91.0,77,42,41,20,73,20,0,4.05,344,12,2,0,3,1,6,3,1,366,1413,0.67,0.19,0.1,0.33,0.24,0.12,1.066,0.226,7.2,3.65,592791,2025,592791,388,19.1,5.2,0.32,0.332,35.4,10.5,40.1,76.642634759,94.089968448,21.3,48.2
framber valdez,31,4,Maj-AL,Houston,17,17,9.0,4.0,,108.0,87,37,37,39,111,8,3,3.08,396,18,3,0,12,2,15,2,0,441,1592,0.65,0.17,0.11,0.62,0.19,0.03,1.167,0.283,9.3,2.85,664285,2025,664285,467,24.6,8.8,0.28,0.313,28.0,7.2,48.5,80.336543553,95.514206086,26.0,47.3
randy vasquez,26,5,Maj-NL,San Diego,17,17,3.0,4.0,,84.1,77,39,38,38,46,12,6,4.06,322,9,1,0,4,2,9,1,1,368,1374,0.63,0.16,0.07,0.38,0.22,0.13,1.364,0.244,4.9,1.21,681190,2025,681190,391,12.5,10.7,0.317,0.379,35.4,11.2,39.1,78.115910272,94.218788328,15.8,45.3
justin verlander,42,0,Maj-NL,San Francisco,14,14,,7.0,,71.2,77,43,38,25,62,9,3,4.77,283,24,0,0,3,4,5,5,2,315,1189,0.66,0.16,0.12,0.34,0.25,0.07,1.423,0.315,7.8,2.48,434378,2025,434378,337,19.9,7.7,0.341,0.35,40.2,10.4,39.8,79.284992149,94.16026361,25.8,49.6
michael wacha,33,4,Maj-AL,Kansas City,17,17,4.0,8.0,,97.0,96,42,42,26,77,11,3,3.9,378,12,1,0,6,2,1,0,0,412,1511,0.65,0.15,0.11,0.39,0.27,0.09,1.258,0.291,7.1,2.96,608379,2025,608379,430,18.4,7.0,0.305,0.324,39.1,7.3,32.5,75.922984,93.241190874,22.8,50.4
will warren,26,1,Maj-AL,New York,19,19,6.0,4.0,,90.0,85,49,47,41,111,8,2,4.7,348,17,3,0,3,4,5,1,1,396,1591,0.62,0.2,0.1,0.45,0.29,0.06,1.4,0.33,11.1,2.71,701542,2025,701542,396,28.0,10.4,0.312,0.306,34.4,7.9,44.8,80.240129322,95.091493686,26.1,41.6
logan webb,28,4,Maj-NL,San Francisco,18,18,8.0,6.0,,115.1,107,36,32,24,128,7,1,2.5,435,26,2,0,10,3,3,3,1,467,1782,0.67,0.19,0.11,0.54,0.27,0.04,1.136,0.33,10.0,5.33,657277,2025,657277,489,27.2,5.5,0.287,0.291,34.9,6.7,37.3,77.924163789,94.208330903,25.4,46.6
zack wheeler,35,3,Maj-NL,Philadelphia,17,17,9.0,3.0,,110.0,71,29,27,23,140,10,3,2.21,394,15,1,0,6,1,0,1,1,421,1706,0.65,0.15,0.14,0.41,0.25,0.08,0.855,0.249,11.5,6.09,554430,2025,554430,441,33.6,5.7,0.235,0.243,36.6,6.4,31.7,76.264804242,92.849821103,30.9,50.6
gavin williams,25,3,Maj-AL,Cleveland,17,17,5.0,4.0,,87.1,74,40,35,51,88,12,2,3.61,324,13,0,0,5,1,2,5,3,378,1602,0.6,0.15,0.12,0.46,0.22,0.05,1.431,0.276,9.1,1.73,668909,2025,668909,397,22.7,13.1,0.316,0.336,34.0,8.7,39.9,79.525662619,94.392260516,28.4,45.1
trevor williams,33,7,Maj-NL,Washington,17,17,3.0,10.0,,82.2,106,59,57,21,65,11,2,6.21,342,18,3,0,2,7,10,3,0,373,1448,0.64,0.17,0.08,0.35,0.28,0.07,1.536,0.348,7.1,3.1,592866,2025,592866,373,17.4,5.6,0.354,0.334,39.6,8.4,40.7,79.796024317,94.332743633,19.8,46.7
bryan woo,25,5,Maj-AL,Seattle,16,16,7.0,4.0,,101.1,81,34,32,17,99,13,3,2.84,377,12,0,0,6,2,1,1,0,400,1452,0.67,0.15,0.12,0.4,0.23,0.1,0.967,0.255,8.8,5.82,693433,2025,693433,423,24.6,4.5,0.264,0.291,33.7,9.1,38.0,76.140261633,94.039950612,25.6,52.5
simeon woods richardson,24,1,Maj-AL,Minnesota,14,13,5.0,4.0,,68.1,63,33,31,27,59,9,2,4.08,259,11,0,0,3,3,4,4,0,291,1149,0.63,0.15,0.1,0.31,0.24,0.11,1.317,0.278,7.8,2.19,680573,2025,680573,291,20.3,9.3,0.312,0.33,36.5,11.3,41.9,79.302246634,94.402384851,22.4,48.3
yoshinobu yamamoto,26,2,Maj-NL,Los Angeles,16,16,7.0,7.0,,87.1,62,32,27,31,95,8,2,2.78,314,14,0,0,7,1,3,2,0,349,1448,0.63,0.17,0.11,0.52,0.19,0.04,1.065,0.255,9.8,3.06,808967,2025,808967,390,27.9,8.7,0.268,0.282,29.0,6.9,41.2,78.715466557,94.566506214,27.1,45.7
